distance_km,bandwidth_MBps,server_load,cache_hit_ratio,cpu_utilization,ram_utilization,request_size_MB,storage_tier,latency_ms,egress_cost_per_gb
6001,215,0.2,0.85,0.82,0.49,2006,SSD,310.17,0.0288
7841,154,0.19,0.45,0.88,0.43,863,NVMe,556.01,0.0304
1112,634,0.8,0.86,0.62,0.41,4346,HDD,44.74,0.0372
7503,458,0.35,0.68,0.73,0.67,3012,SSD,201.47,0.0315
3685,704,0.68,0.67,0.72,0.68,4659,NVMe,93.28,0.0301
3678,458,0.36,0.49,0.78,0.94,3314,NVMe,131.99,0.0281
8592,561,0.68,0.55,0.48,0.75,3909,SSD,198.89,0.0322
8060,604,0.34,0.57,0.94,0.88,4909,NVMe,185.19,0.0302
6056,161,0.92,0.4,0.49,0.31,2465,SSD,418.93,0.0353
6620,158,0.51,0.56,0.86,0.85,2433,SSD,470.85,0.0334
7256,855,0.32,0.94,0.34,0.88,3489,NVMe,114.38,0.0262
4148,823,0.18,0.9,0.58,0.43,2988,HDD,82.8,0.0302
6947,927,0.42,0.79,0.79,0.89,4833,SSD,115.17,0.0285
6733,182,0.87,0.53,0.27,0.76,401,SSD,410.54,0.0324
7938,466,0.16,0.8,0.66,0.78,3202,NVMe,207.93,0.0272
353,829,0.91,0.64,0.93,0.54,939,HDD,45.93,0.0398
4144,218,0.45,0.7,0.26,0.43,4851,HDD,216.87,0.0344
4502,242,0.66,0.83,0.77,0.64,1452,HDD,222.93,0.0334
9179,849,0.53,0.91,0.65,0.73,3155,NVMe,136.61,0.0262
9861,177,0.39,0.84,0.47,0.37,3573,NVMe,583.04,0.0246
416,575,0.24,0.62,0.46,0.9,183,SSD,59.73,0.0285
4200,789,0.65,0.57,0.58,0.36,3929,HDD,88.43,0.0385
697,840,0.89,0.84,0.47,0.31,3499,HDD,34.42,0.0359
3794,333,0.72,0.63,0.6,0.56,4942,HDD,152.02,0.0367
6342,600,0.25,0.7,0.8,0.4,2516,NVMe,143.39,0.0282
419,626,0.37,0.88,0.88,0.54,701,HDD,37.34,0.0348
4887,372,0.58,0.82,0.59,0.36,2952,HDD,158.77,0.0365
7891,598,0.41,0.7,0.73,0.62,1373,HDD,165.57,0.035
7109,632,0.33,0.59,0.65,0.87,3255,NVMe,157.85,0.0295
5723,257,0.85,0.86,0.23,0.37,537,SSD,240.66,0.0287
6835,968,0.66,0.86,0.43,0.33,1104,NVMe,89.42,0.0288
3537,867,0.55,0.47,0.62,0.6,2078,NVMe,91.74,0.033
6148,219,0.34,0.67,0.71,0.83,1663,HDD,338.16,0.033
9608,389,0.73,0.88,0.56,0.87,3580,SSD,279.08,0.0288
3607,906,0.13,0.52,0.36,0.33,4719,HDD,77.89,0.0357
3933,317,0.94,0.71,0.71,0.35,3450,NVMe,159.77,0.0312
1836,734,0.53,0.52,0.95,0.77,1978,HDD,78.97,0.036
1858,820,0.57,0.44,0.79,0.59,1399,HDD,71.89,0.0384
5088,625,0.48,0.57,0.61,0.34,4673,NVMe,126.65,0.029
7914,483,0.6,0.4,0.32,0.45,2812,SSD,208.53,0.0353
8668,827,0.32,0.49,0.61,0.43,4837,HDD,149.06,0.0373
1793,313,0.79,0.93,0.25,0.4,4894,NVMe,83.4,0.0281
1315,116,0.3,0.57,0.74,0.67,2738,SSD,159.33,0.0289
4217,925,0.85,0.6,0.84,0.31,119,HDD,91.83,0.0402
2506,91,0.69,0.81,0.73,0.64,3773,NVMe,314.78,0.0285
8664,338,0.39,0.77,0.79,0.4,2237,SSD,297.5,0.0295
5083,434,0.18,0.85,0.6,0.54,324,SSD,138.95,0.0262
7124,635,0.37,0.93,0.39,0.38,2641,HDD,126.0,0.0323
2516,118,0.92,0.74,0.42,0.86,358,HDD,252.27,0.0355
6309,952,0.51,0.65,0.47,0.82,3209,NVMe,97.12,0.0298
5732,445,0.41,0.92,0.54,0.32,3455,HDD,154.02,0.0342
9246,639,0.16,0.79,0.33,0.32,3703,NVMe,172.33,0.0243
268,313,0.17,0.42,0.45,0.78,2098,HDD,65.59,0.0356
9381,649,0.43,0.74,0.42,0.46,4843,HDD,175.51,0.0351
8967,232,0.71,0.55,0.55,0.54,4031,SSD,428.31,0.0342
4939,873,0.86,0.72,0.64,0.35,1717,NVMe,94.41,0.031
7280,255,0.89,0.91,0.49,0.91,2646,NVMe,310.4,0.029
6546,554,0.73,0.55,0.3,0.65,110,SSD,154.33,0.0324
2761,495,0.88,0.62,0.83,0.36,3442,NVMe,98.92,0.0297
5014,340,0.14,0.6,0.43,0.84,206,HDD,192.59,0.0341
9015,674,0.57,0.76,0.68,0.59,2190,SSD,168.25,0.0306
8940,77,0.72,0.55,0.47,0.37,3968,NVMe,1196.73,0.0328
7733,136,0.51,0.84,0.72,0.8,2377,SSD,605.79,0.0284
8209,320,0.33,0.77,0.54,0.88,4023,NVMe,286.56,0.0263
5180,510,0.63,0.75,0.59,0.58,218,HDD,133.76,0.0343
3830,669,0.85,0.82,0.47,0.41,989,NVMe,81.67,0.0286
8901,251,0.37,0.81,0.58,0.77,977,SSD,381.39,0.027
1204,340,0.81,0.73,0.8,0.3,1992,NVMe,68.89,0.0305
5864,644,0.48,0.64,0.22,0.89,4954,SSD,118.38,0.0314
5664,164,0.28,0.56,0.37,0.57,2996,NVMe,380.53,0.03
4316,347,0.43,0.63,0.38,0.8,1647,SSD,165.43,0.0308
8311,87,0.77,0.56,0.83,0.54,2229,HDD,1004.81,0.0379
9458,264,0.91,0.5,0.64,0.62,1375,NVMe,402.77,0.0319
6691,971,0.58,0.4,0.47,0.68,769,SSD,123.18,0.0329
713,546,0.42,0.58,0.42,0.59,3653,NVMe,52.61,0.0279
9454,878,0.55,0.83,0.38,0.59,695,NVMe,131.64,0.0271
6296,652,0.13,0.48,0.59,0.35,1032,NVMe,133.81,0.0289
959,594,0.28,0.58,0.78,0.59,2410,HDD,66.58,0.0344
1638,325,0.2,0.71,0.43,0.93,683,NVMe,88.86,0.0273
4158,95,0.94,0.81,0.77,0.33,646,SSD,476.23,0.0321
9589,181,0.34,0.47,0.74,0.36,1376,SSD,573.19,0.0307
2800,403,0.11,0.89,0.79,0.37,2385,SSD,93.26,0.0264
4619,327,0.48,0.56,0.64,0.6,504,NVMe,187.5,0.0313
3506,542,0.85,0.43,0.23,0.5,3711,NVMe,106.85,0.0324
6569,878,0.84,0.79,0.62,0.47,4771,NVMe,108.45,0.0301
7751,454,0.75,0.83,0.53,0.63,485,NVMe,192.18,0.0289
2603,497,0.92,0.47,0.31,0.58,1416,SSD,99.01,0.0339
1764,995,0.13,0.93,0.76,0.78,1761,NVMe,58.61,0.0241
9161,811,0.41,0.85,0.6,0.92,4549,NVMe,150.22,0.0277
4978,406,0.56,0.82,0.61,0.84,1889,NVMe,157.21,0.0281
1001,236,0.52,0.71,0.36,0.36,1102,NVMe,71.85,0.0273
2035,530,0.86,0.87,0.23,0.35,2701,SSD,49.68,0.0321
6499,137,0.8,0.68,0.72,0.52,1582,HDD,512.42,0.0387
3596,633,0.22,0.43,0.74,0.31,2825,HDD,100.18,0.0375
935,594,0.14,0.41,0.44,0.57,2056,NVMe,63.95,0.028
1276,897,0.75,0.79,0.57,0.53,1308,HDD,44.96,0.0378
2652,937,0.59,0.74,0.5,0.57,456,HDD,55.36,0.0342
505,776,0.3,0.89,0.87,0.47,2154,HDD,43.09,0.0318
7789,655,0.24,0.88,0.5,0.82,3205,SSD,151.52,0.0292
7949,495,0.56,0.81,0.67,0.32,3627,SSD,184.55,0.0284
1295,511,0.81,0.45,0.78,0.69,619,HDD,79.22,0.0382
4729,801,0.39,0.78,0.6,0.31,4443,SSD,85.24,0.0284
2492,618,0.43,0.57,0.73,0.31,3983,SSD,86.45,0.0326
487,724,0.82,0.63,0.89,0.9,2481,HDD,50.94,0.039
9874,189,0.82,0.52,0.41,0.67,1134,NVMe,563.92,0.0311
9952,221,0.33,0.64,0.57,0.57,3591,HDD,495.5,0.0346
7534,665,0.59,0.85,0.34,0.49,236,NVMe,137.12,0.0281
6993,934,0.5,0.86,0.89,0.81,3458,NVMe,109.8,0.0268
3831,428,0.27,0.79,0.31,0.88,344,SSD,122.65,0.0273
1450,68,0.41,0.4,0.6,0.81,3452,NVMe,273.6,0.0318
1131,449,0.58,0.91,0.8,0.61,4514,HDD,58.68,0.0347
3508,164,0.5,0.86,0.3,0.92,4156,SSD,233.87,0.0297
6414,392,0.54,0.86,0.91,0.86,4452,HDD,202.67,0.0346
4229,399,0.42,0.67,0.78,0.39,2970,HDD,140.08,0.0347
3839,941,0.78,0.52,0.73,0.68,750,HDD,85.25,0.0373
5214,376,0.86,0.61,0.32,0.66,2278,SSD,184.99,0.0329
9634,574,0.56,0.92,0.94,0.85,2490,SSD,203.4,0.0286
4592,954,0.84,0.78,0.38,0.46,2519,HDD,70.33,0.0346
7479,879,0.28,0.66,0.59,0.31,4480,SSD,120.33,0.031
7462,630,0.11,0.8,0.69,0.35,3062,SSD,149.69,0.0265
8982,209,0.56,0.92,0.59,0.94,648,HDD,459.98,0.0346
8682,109,0.33,0.43,0.62,0.86,875,HDD,851.88,0.0381
6798,600,0.32,0.62,0.27,0.84,572,NVMe,155.68,0.0272
5923,374,0.81,0.63,0.42,0.78,160,SSD,188.86,0.0318
5331,479,0.2,0.46,0.54,0.9,421,SSD,160.24,0.0304
1760,613,0.19,0.41,0.5,0.74,4183,HDD,77.69,0.0379
2619,123,0.2,0.82,0.39,0.81,4305,HDD,236.47,0.0312
6604,624,0.91,0.95,0.35,0.45,3122,SSD,122.55,0.0309
5842,930,0.78,0.6,0.34,0.37,807,NVMe,102.3,0.032
9369,76,0.85,0.56,0.68,0.46,3424,SSD,1275.3,0.0351
3377,382,0.89,0.67,0.25,0.87,1994,NVMe,122.63,0.0305
2238,294,0.88,0.67,0.25,0.8,3434,SSD,113.56,0.0317
6451,690,0.64,0.62,0.54,0.77,376,SSD,138.91,0.0334
9767,596,0.75,0.54,0.87,0.32,1128,NVMe,210.47,0.0322
4501,866,0.19,0.9,0.76,0.59,3057,HDD,85.74,0.0328
6875,575,0.83,0.63,0.37,0.47,1011,NVMe,157.29,0.0319
6231,425,0.52,0.73,0.78,0.87,2574,NVMe,191.0,0.0297
5852,770,0.11,0.8,0.38,0.73,4062,HDD,98.27,0.0312
6875,596,0.45,0.65,0.82,0.68,4683,SSD,162.49,0.0295
3242,642,0.95,0.46,0.26,0.44,2793,SSD,79.88,0.0345
6555,215,0.51,0.48,0.51,0.95,1455,NVMe,350.9,0.0318
944,706,0.66,0.44,0.72,0.52,1605,NVMe,64.81,0.0322
3547,63,0.4,0.87,0.82,0.79,3108,NVMe,602.68,0.0263
560,951,0.16,0.46,0.29,0.73,4337,SSD,46.06,0.0314
4111,788,0.76,0.53,0.5,0.92,379,HDD,101.82,0.0397
9585,864,0.26,0.85,0.55,0.83,958,NVMe,138.37,0.0254
123,496,0.89,0.4,0.47,0.81,4550,HDD,52.62,0.0388
7881,938,0.55,0.83,0.94,0.69,326,NVMe,113.8,0.0257
5699,361,0.89,0.57,0.68,0.88,2882,HDD,202.67,0.0392
8553,472,0.12,0.71,0.64,0.57,943,SSD,222.12,0.0265
8969,974,0.34,0.87,0.95,0.48,4649,SSD,125.98,0.0273
5453,312,0.93,0.5,0.24,0.83,4621,HDD,215.38,0.0399
5243,349,0.13,0.9,0.72,0.88,4434,NVMe,175.55,0.0241
2932,742,0.47,0.84,0.54,0.45,3956,NVMe,65.69,0.0252
9995,168,0.69,0.75,0.24,0.49,4850,NVMe,615.81,0.0271
4087,483,0.75,0.78,0.74,0.62,3662,NVMe,116.8,0.0273
4721,658,0.56,0.88,0.69,0.54,4249,HDD,104.47,0.0345
2567,575,0.51,0.72,0.43,0.79,3186,SSD,74.15,0.0304
3869,91,0.91,0.79,0.91,0.53,337,SSD,469.1,0.0297
9156,292,0.72,0.76,0.21,0.31,1329,HDD,325.54,0.0359
7754,583,0.29,0.72,0.82,0.49,3416,SSD,166.14,0.0304
3142,266,0.32,0.46,0.2,0.63,4058,SSD,158.46,0.0339
4597,346,0.63,0.42,0.25,0.77,1340,HDD,175.42,0.0377
6499,99,0.68,0.89,0.59,0.61,3763,SSD,680.75,0.0302
8478,949,0.84,0.91,0.9,0.54,4357,NVMe,121.77,0.0261
8612,717,0.84,0.88,0.72,0.33,4936,NVMe,147.9,0.0274
1502,255,0.73,0.55,0.93,0.82,3496,HDD,109.43,0.0395
4899,703,0.86,0.94,0.24,0.59,1391,SSD,84.44,0.0286
8279,884,0.85,0.95,0.54,0.44,2335,HDD,114.91,0.0357
4963,965,0.72,0.44,0.27,0.75,3490,SSD,98.52,0.0328
8620,588,0.72,0.4,0.41,0.32,3163,SSD,191.09,0.0343
3261,531,0.6,0.7,0.75,0.84,3766,SSD,105.33,0.0313
1211,886,0.58,0.46,0.65,0.42,1156,NVMe,67.68,0.0302
4604,268,0.74,0.77,0.85,0.47,1558,NVMe,210.77,0.0275
9190,208,0.6,0.71,0.27,0.42,2837,HDD,461.38,0.0346
4745,543,0.4,0.82,0.79,0.39,3368,HDD,119.06,0.0337
1776,537,0.87,0.82,0.26,0.71,4871,SSD,57.26,0.0328
5227,517,0.82,0.88,0.55,0.38,4200,HDD,117.73,0.034
2751,192,0.86,0.93,0.73,0.69,1328,NVMe,164.88,0.0285
1631,950,0.27,0.72,0.52,0.49,2446,HDD,53.8,0.0356
1819,125,0.25,0.9,0.64,0.43,2511,NVMe,171.4,0.0256
5663,714,0.5,0.61,0.23,0.78,2424,NVMe,115.31,0.0302
406,683,0.34,0.7,0.22,0.72,3192,HDD,30.56,0.0344
8317,168,0.31,0.52,0.53,0.56,2271,NVMe,538.81,0.0284
3729,89,0.18,0.88,0.88,0.47,4346,HDD,453.6,0.0315
9033,422,0.82,0.95,0.54,0.78,4603,NVMe,244.63,0.0293
8855,416,0.6,0.67,0.9,0.35,1613,HDD,251.83,0.0363
2935,663,0.13,0.41,0.45,0.75,2470,NVMe,96.47,0.029
9727,967,0.43,0.6,0.55,0.41,388,SSD,143.84,0.0319
7836,325,0.43,0.81,0.82,0.77,3323,NVMe,276.39,0.0268
3485,148,0.19,0.94,0.64,0.44,2932,HDD,259.9,0.0313
4688,423,0.87,0.82,0.5,0.49,4546,SSD,141.91,0.0315
2413,774,0.94,0.89,0.61,0.53,1460,SSD,60.54,0.0301
2685,533,0.38,0.59,0.73,0.44,2292,SSD,93.32,0.0319
2449,287,0.47,0.71,0.4,0.45,4112,NVMe,111.31,0.0281
1386,69,0.91,0.52,0.39,0.78,1301,NVMe,248.13,0.0312
7843,555,0.65,0.79,0.91,0.62,2389,NVMe,177.0,0.0264
5162,294,0.22,0.79,0.2,0.81,3931,HDD,208.41,0.0339
5381,334,0.93,0.43,0.81,0.82,3684,HDD,219.56,0.0423
8976,788,0.6,0.52,0.6,0.66,3599,SSD,151.19,0.0311
654,355,0.67,0.93,0.29,0.6,4161,HDD,29.95,0.0357
1593,450,0.54,0.44,0.22,0.73,958,HDD,74.11,0.0366
3765,78,0.24,0.47,0.23,0.73,3508,SSD,515.91,0.0312
543,209,0.32,0.82,0.89,0.73,424,HDD,60.69,0.032
2616,296,0.67,0.87,0.77,0.4,4320,SSD,117.36,0.0307
2549,454,0.68,0.61,0.52,0.73,500,NVMe,92.52,0.0311
1856,550,0.73,0.88,0.47,0.85,319,HDD,59.92,0.0351
8685,636,0.46,0.81,0.92,0.87,1824,SSD,189.86,0.0294
2944,397,0.18,0.61,0.33,0.36,3379,NVMe,105.87,0.0289
4086,977,0.75,0.8,0.61,0.34,4864,HDD,76.31,0.0374
8997,558,0.54,0.81,0.53,0.61,627,NVMe,193.93,0.0275
1090,422,0.7,0.75,0.35,0.66,4351,HDD,56.48,0.0362
7190,927,0.64,0.74,0.33,0.85,3146,SSD,116.18,0.0318
9455,153,0.66,0.77,0.38,0.81,3982,HDD,649.55,0.0365
1106,68,0.66,0.83,0.3,0.74,922,NVMe,197.91,0.0294
780,854,0.18,0.69,0.63,0.72,3948,NVMe,54.7,0.0274
7907,226,0.46,0.49,0.62,0.4,354,NVMe,402.14,0.0302
7412,106,0.74,0.5,0.69,0.82,3457,NVMe,751.46,0.0307
1239,449,0.2,0.63,0.2,0.33,4145,NVMe,63.74,0.0286
8573,709,0.64,0.84,0.85,0.93,1135,NVMe,165.52,0.0298
3802,183,0.48,0.64,0.82,0.95,601,SSD,256.6,0.0309
9481,97,0.78,0.64,0.77,0.34,3858,NVMe,1010.44,0.0317
6250,593,0.5,0.47,0.43,0.6,4439,NVMe,154.59,0.031
2685,977,0.78,0.78,0.5,0.39,2048,HDD,58.09,0.0355
5988,681,0.6,0.66,0.64,0.89,3062,HDD,134.22,0.0369
5468,668,0.86,0.82,0.55,0.48,759,HDD,111.77,0.0354
7150,540,0.46,0.54,0.84,0.95,1955,SSD,183.95,0.0334
8649,745,0.31,0.87,0.67,0.83,3065,SSD,148.02,0.0284
8383,236,0.75,0.49,0.29,0.87,1312,HDD,407.69,0.0396
6079,358,0.68,0.85,0.84,0.84,4966,SSD,207.52,0.0306
2509,265,0.58,0.75,0.84,0.94,1015,NVMe,134.2,0.0289
1153,526,0.18,0.5,0.53,0.32,3948,SSD,72.97,0.0299
3970,525,0.63,0.82,0.84,0.43,2386,SSD,105.07,0.0312
706,962,0.51,0.79,0.37,0.89,2301,SSD,39.4,0.0309
5369,646,0.67,0.69,0.84,0.35,4309,HDD,115.22,0.0365
9563,121,0.34,0.85,0.38,0.6,3530,SSD,816.55,0.0291
4913,703,0.94,0.8,0.79,0.9,4402,SSD,110.0,0.0309
6876,195,0.8,0.81,0.6,0.53,3825,SSD,384.52,0.0292
9939,269,0.19,0.9,0.58,0.43,2407,SSD,390.04,0.025
541,841,0.12,0.86,0.6,0.84,4010,HDD,37.92,0.0304
5772,583,0.43,0.41,0.67,0.54,312,NVMe,153.82,0.0317
6200,758,0.28,0.87,0.26,0.39,2875,NVMe,104.82,0.0262
6095,978,0.67,0.49,0.77,0.86,789,HDD,113.98,0.0395
8116,256,0.38,0.47,0.29,0.8,1857,SSD,363.71,0.0314
9829,946,0.88,0.77,0.53,0.75,801,HDD,131.87,0.0349
9094,280,0.25,0.71,0.91,0.76,1090,SSD,369.58,0.0305
169,409,0.86,0.95,0.24,0.81,4988,SSD,23.11,0.0283
2709,497,0.42,0.76,0.43,0.31,1273,HDD,74.7,0.0353
3231,832,0.3,0.82,0.82,0.4,803,NVMe,66.69,0.0251
7627,97,0.58,0.93,0.86,0.92,4095,SSD,822.58,0.0289
5550,665,0.68,0.85,0.44,0.45,1463,SSD,109.48,0.0314
4387,630,0.29,0.59,0.94,0.85,1452,NVMe,121.26,0.0276
3237,194,0.38,0.79,0.21,0.66,2923,NVMe,187.14,0.0278
7915,294,0.37,0.65,0.81,0.83,2711,NVMe,308.38,0.028
6799,923,0.82,0.7,0.62,0.78,4603,SSD,108.88,0.0316
5558,547,0.95,0.95,0.35,0.34,1278,NVMe,113.34,0.0271
2533,847,0.52,0.6,0.81,0.32,2681,HDD,68.33,0.0351
4151,197,0.85,0.47,0.79,0.83,4356,HDD,261.8,0.0411
4933,864,0.23,0.64,0.69,0.86,3544,SSD,98.59,0.0309
2712,610,0.66,0.59,0.67,0.55,4373,NVMe,87.38,0.0303
556,680,0.8,0.9,0.45,0.48,271,NVMe,33.65,0.03
4465,431,0.41,0.95,0.53,0.52,1844,NVMe,120.18,0.0274
9289,887,0.3,0.93,0.74,0.64,2763,HDD,141.37,0.0334
6143,695,0.8,0.84,0.24,0.7,1479,NVMe,111.32,0.0281
8333,620,0.38,0.71,0.87,0.91,4679,NVMe,182.81,0.0276
7365,573,0.81,0.66,0.72,0.65,3956,HDD,174.17,0.0387
5345,788,0.86,0.92,0.74,0.48,416,NVMe,91.05,0.0274
6296,238,0.55,0.63,0.76,0.78,872,NVMe,301.68,0.0288
3795,183,0.2,0.75,0.57,0.34,2150,NVMe,236.02,0.0247
7503,668,0.13,0.88,0.69,0.41,4931,HDD,142.76,0.0334
246,989,0.65,0.4,0.35,0.94,1741,HDD,45.39,0.0409
685,452,0.88,0.58,0.93,0.78,4661,NVMe,71.21,0.0303
498,883,0.54,0.46,0.89,0.85,1293,SSD,66.23,0.032
4891,571,0.46,0.55,0.29,0.52,2461,HDD,116.94,0.0369
6312,922,0.76,0.77,0.37,0.43,4055,HDD,90.71,0.0342
2509,148,0.86,0.72,0.25,0.46,2363,NVMe,201.88,0.0304
1271,405,0.5,0.77,0.6,0.67,3219,SSD,75.42,0.0315
4722,495,0.14,0.72,0.72,0.87,1355,NVMe,140.46,0.0262
6620,851,0.35,0.6,0.36,0.7,2087,SSD,117.26,0.0291
3052,448,0.22,0.82,0.42,0.45,1014,SSD,90.84,0.0285
1609,594,0.43,0.67,0.59,0.5,2070,SSD,59.98,0.0316
8011,573,0.89,0.44,0.67,0.76,649,SSD,193.16,0.0339
6305,500,0.73,0.52,0.47,0.47,3500,HDD,162.13,0.0375
5873,234,0.6,0.41,0.45,0.45,4742,HDD,298.87,0.0389
3215,541,0.15,0.68,0.78,0.42,2838,NVMe,98.16,0.0252
3197,345,0.22,0.94,0.34,0.74,2515,NVMe,116.53,0.0265
8579,661,0.37,0.6,0.69,0.85,561,HDD,176.88,0.0345
7579,370,0.67,0.85,0.38,0.38,2377,SSD,222.46,0.0298
1071,781,0.63,0.43,0.56,0.83,2482,NVMe,72.4,0.0307
4142,696,0.53,0.5,0.42,0.68,1704,NVMe,100.18,0.0316
6920,725,0.76,0.68,0.78,0.57,3237,HDD,133.28,0.0361
9115,216,0.27,0.64,0.75,0.45,2377,SSD,461.74,0.0303
4664,270,0.86,0.64,0.8,0.94,2361,HDD,213.81,0.038
3362,983,0.92,0.51,0.4,0.83,3601,SSD,76.94,0.0361
8997,985,0.58,0.93,0.35,0.65,3968,NVMe,106.34,0.0281
2172,173,0.25,0.87,0.4,0.55,2469,NVMe,147.66,0.0269
8781,545,0.11,0.62,0.23,0.65,2324,NVMe,189.82,0.0293
4224,801,0.75,0.57,0.38,0.72,2566,NVMe,82.92,0.0303
2905,605,0.69,0.95,0.66,0.39,3021,SSD,64.38,0.027
7483,464,0.37,0.63,0.92,0.84,1597,HDD,214.58,0.0371
2244,823,0.53,0.78,0.28,0.47,1691,SSD,54.29,0.0318
6933,671,0.58,0.91,0.9,0.83,3314,HDD,139.27,0.0333
5152,655,0.31,0.72,0.37,0.57,2741,HDD,109.24,0.0335
2102,470,0.48,0.65,0.47,0.41,1101,HDD,76.58,0.0344
6427,599,0.92,0.51,0.74,0.92,3352,SSD,150.71,0.0341
2034,471,0.84,0.52,0.61,0.35,3481,SSD,78.42,0.036
1071,481,0.64,0.91,0.23,0.73,1952,HDD,41.98,0.0351
4045,333,0.14,0.58,0.92,0.72,1285,HDD,173.76,0.035
9032,783,0.59,0.83,0.46,0.49,4874,SSD,139.67,0.0315
111,710,0.59,0.65,0.8,0.74,3821,HDD,42.25,0.037
697,634,0.19,0.75,0.23,0.67,4019,HDD,35.43,0.034
9639,871,0.89,0.61,0.81,0.74,2970,SSD,160.3,0.0339
9379,293,0.69,0.55,0.31,0.86,4729,HDD,363.89,0.0386
8070,61,0.33,0.61,0.31,0.33,455,HDD,1352.12,0.0366
1206,940,0.8,0.85,0.56,0.3,2980,SSD,46.41,0.0317
5313,260,0.19,0.84,0.38,0.71,4968,HDD,231.72,0.0339
8110,525,0.89,0.47,0.5,0.38,4291,NVMe,195.81,0.0308
5798,96,0.6,0.61,0.62,0.48,3737,NVMe,647.7,0.0298
5650,739,0.47,0.54,0.82,0.9,3113,SSD,138.86,0.0325
8209,528,0.72,0.51,0.86,0.7,4292,NVMe,196.61,0.0333
4228,245,0.78,0.64,0.43,0.84,4142,SSD,213.83,0.031
4993,324,0.64,0.72,0.84,0.64,1370,SSD,189.4,0.03
1105,648,0.79,0.46,0.86,0.73,4862,HDD,70.54,0.039
7246,696,0.28,0.9,0.77,0.63,4633,HDD,137.44,0.0312
6742,701,0.81,0.59,0.67,0.85,3806,HDD,134.77,0.0369
1132,141,0.69,0.49,0.93,0.75,1576,NVMe,134.86,0.0309
7856,781,0.49,0.73,0.89,0.83,2988,SSD,136.74,0.0288
8897,882,0.9,0.71,0.4,0.37,3114,SSD,130.38,0.0313
8146,741,0.75,0.65,0.82,0.57,1096,HDD,147.77,0.0368
2095,841,0.26,0.95,0.4,0.94,143,SSD,53.87,0.0258
1729,443,0.23,0.92,0.44,0.69,1824,SSD,63.17,0.0265
5547,188,0.78,0.43,0.3,0.43,4564,SSD,337.6,0.0362
5631,130,0.56,0.47,0.7,0.62,2497,NVMe,489.76,0.0311
3510,641,0.42,0.67,0.75,0.38,4467,NVMe,88.91,0.028
2773,725,0.68,0.66,0.73,0.47,3276,NVMe,79.72,0.0282
3997,396,0.52,0.73,0.28,0.51,358,SSD,131.03,0.0302
5632,50,0.3,0.94,0.79,0.4,1902,SSD,1145.77,0.0258
2688,693,0.37,0.46,0.45,0.8,1421,HDD,91.83,0.0391
566,408,0.6,0.53,0.56,0.35,2622,HDD,50.23,0.0371
5046,119,0.81,0.5,0.21,0.5,566,NVMe,461.32,0.0336
1481,490,0.16,0.92,0.51,0.38,3908,HDD,52.77,0.032
2398,219,0.8,0.52,0.6,0.41,2644,SSD,150.4,0.0335
6639,655,0.58,0.93,0.88,0.47,2376,NVMe,125.73,0.0277
5810,189,0.67,0.64,0.37,0.62,2029,NVMe,338.68,0.0303
9253,171,0.56,0.7,0.27,0.56,2830,NVMe,566.15,0.03
4851,738,0.61,0.44,0.8,0.53,2390,NVMe,119.87,0.0312
1740,292,0.66,0.94,0.62,0.83,3470,HDD,88.03,0.0334
4803,448,0.74,0.78,0.86,0.91,1594,HDD,146.53,0.0378
9206,964,0.88,0.62,0.5,0.82,1730,SSD,127.05,0.0344
8994,228,0.2,0.56,0.77,0.7,2321,SSD,445.34,0.029
7885,851,0.86,0.49,0.52,0.75,4366,SSD,133.22,0.0331
4549,473,0.65,0.57,0.65,0.88,3930,HDD,140.25,0.039
6120,570,0.82,0.41,0.84,0.95,2948,NVMe,170.79,0.0344
9791,255,0.73,0.5,0.93,0.61,2865,HDD,430.53,0.0392
453,372,0.27,0.81,0.33,0.61,3303,HDD,38.77,0.0327
8449,173,0.61,0.86,0.7,0.83,1726,NVMe,513.73,0.0294
1133,486,0.24,0.77,0.87,0.32,4349,HDD,65.09,0.0342
7787,524,0.13,0.9,0.33,0.49,4395,SSD,173.58,0.0275
4629,578,0.71,0.71,0.21,0.57,1028,NVMe,104.2,0.0285
9829,371,0.65,0.51,0.65,0.47,3656,SSD,311.12,0.0344
1284,185,0.69,0.88,0.92,0.47,1293,HDD,109.11,0.0359
4403,937,0.26,0.67,0.3,0.56,3750,NVMe,78.06,0.0264
1247,679,0.48,0.51,0.61,0.43,1891,SSD,60.08,0.0304
5679,254,0.85,0.71,0.9,0.67,2007,NVMe,269.01,0.0284
7699,935,0.26,0.66,0.69,0.57,891,HDD,126.44,0.0366
5002,840,0.78,0.78,0.65,0.93,269,HDD,95.55,0.0362
9556,118,0.87,0.93,0.83,0.46,4626,HDD,834.46,0.0337
6496,148,0.11,0.72,0.59,0.38,2041,HDD,459.91,0.0332
924,909,0.37,0.45,0.69,0.78,1492,HDD,61.36,0.0366
213,727,0.37,0.85,0.59,0.63,3644,HDD,32.23,0.0316
4674,347,0.54,0.43,0.91,0.38,4529,HDD,187.43,0.0386
7091,860,0.2,0.7,0.21,0.59,1801,SSD,112.01,0.0295
6300,687,0.57,0.49,0.43,0.84,280,SSD,143.07,0.0318
2762,796,0.22,0.52,0.57,0.72,741,HDD,75.52,0.0342
4021,881,0.28,0.58,0.25,0.47,1048,HDD,82.92,0.0346
9999,514,0.28,0.54,0.76,0.45,2057,NVMe,242.43,0.0287
